idx,domain,doc,source,reference,target
273,news,test-en-news_euronews-en.43091,"More than 99% of the domestic wine sector is made up of micro- to medium-sized companies, Sánchez Recarte said, questioning the solidity of legal arguments made by brewers and asserting that his organisation had focused on presenting policy makers with information ""relevant and appropriate"" to its own industry.","국내 와인 부문의 99% 이상은 중소기업으로 구성되어 있다고 밝힌 산체스 레카르트 씨는 맥주 제조업체들의 법적 주장의 근거에 대한 의문을 제기하며 자신의 조직은 정책 입안자들에게 해당 업계와 ""관련성이 있으며 적절한"" 정보를 제시하는데 중점을 두고 있다고 주장했습니다.","국내 와인 업계의 99% 이상이 중소기업으로 구성되어 있다고 산체스 레카르테는 말하며, 양조업체들이 제기한 법적 주장의 타당성에 의문을 제기하고, 자신의 단체는 정책 입안자들에게 자체 산업과 ""관련성이 높고 적절한"" 정보를 제공하는 데 집중해 왔다고 주장했다."
274,news,test-en-news_euronews-en.43091,"""It is not my role to estimate if the beer sector should have this or that target, as it would depend on the intrinsic characteristics of their own sector,"" Sánchez Recarte said.",맥주 분야가 이런 저런 목표를 세워야 하는지 판단하는 건 제 역할이 아닙니다. 그건 맥주 분야만의 본질적 특성에 달린 것이니까요 라고 산체스 레카르트 씨는 말을 이었습니다.,“(맥주 업계가 이런저런 목표를 가져야 하는지 여부를 추정하는 것은 제 역할이 아닙니다. 그것은 업계 고유의 특성에 따라 달라질 것이기 때문입니다.)”라고 산체스 레카르테는 말했다.
275,news,test-en-news_euronews-en.43091,"""In the same way, brewers should mind their own business and focus on their own responsibilities.""","""마찬가지로 맥주 제조업체들은 다른 분야에 상관하지 말고 자신들의 업무에 집중해야 할 것입니다.""","“마찬가지로, 맥주 회사들은 자기 사업에 신경 쓰고 자신의 책임에 집중해야 합니다.”"
276,news,test-en-news_euronews-en.43091,"Brewers of Europe shared with Euronews a brief legal analysis it sent to the European Commission last year, where it argues that wine and beer are competing products that are ""at least partially, substitutable with each other,"" and which argued that rules favouring one over the other would distort the market.","유럽의 맥주 제조업체들은 작년 유럽 집행 기관에 전달했던 짤막한 법률 분석 자료를 유로뉴스를 통해 공개했습니다. 해당 문서는 와인과 맥주는 ""적어도 부분적으로 서로를 대체할 수 있는"" 경쟁 품목이라는 주장과 함께 어느 한쪽을 배제하고 한쪽에 편향된 규정은 시장을 왜곡할 수 있다고 주장하고 있습니다.","유럽맥주협회(Brewers of Europe)는 지난해 유럽연합 집행위원회에 제출한 간략한 법률 분석 자료를 유로뉴스와 공유했습니다. 해당 자료에서 협회는 와인과 맥주가 ""적어도 부분적으로는 서로 대체 가능한"" 경쟁 제품이며, 한쪽을 다른 쪽보다 우대하는 규정은 시장을 왜곡할 것이라고 주장했습니다."
277,news,test-en-news_euronews-en.43091,"Simon Spillane, the lobby group's head of operations, said brewers were ""already leading the way"" in packaging sustainability, citing the example of beer kegs being reused around 165 times before being crushed and recycled after 30 years.","시몬 스필레인 로비 단체 사업 본부장은 맥주 제조업체들은 포장 지속가능성에 있어 ""이미 모범을 보이고 있다"" 면서 맥주통이 30년간 재활용되고 약 165회 정도 사용 후에 파쇄되는 점을 예로 들었습니다.","업계 로비 단체 운영 책임자인 사이먼 스필레인은 양조업체들이 포장재 지속가능성에서 ""이미 선두를 달리고 있다""고 말하며, 맥주 통(케그)이 30년 동안 약 165회 재사용된 후 분쇄 및 재활용되는 사례를 언급했습니다."
278,news,test-en-news_euronews-en.43091,"They support reuse recycling systems already in place in many countries, he said.",그는 이미 많은 국가의 다양한 장소에서 재사용 및 재활용 시스템을 지원하고 있다고 밝혔습니다.,그는 또한 양조업체들이 이미 여러 국가에 구축되어 있는 재사용 재활용 시스템을 지지한다고 밝혔습니다.
279,news,test-en-news_euronews-en.43091,"""We therefore advocate for an ambitious PPWR but need a level playing field in packaging legislation where beer and other alcoholic beverages play by the same rules, with each sector contributing fairly to reaching the targets and supporting collection systems,"" Spillane told.",그러므로 우리는 야심찬 PPWR 정책을 지지하지만 포장법 입법과 관련하여 맥주와 다른 알콜 음료가 동일한 규정의 적용을 받는 공평한 경쟁의 장이 필요하며 이로써 각 부문은 목표에 도달하고 수거 시스템을 지원하는데 공정하게 기여할 수 있습니다 라고 스플레인 씨은 주장했습니다.,"따라서 저희는 야심찬 PPWR을 지지하지만, 맥주 및 기타 주류가 동일한 규칙을 적용받고 각 부문이 목표 달성 및 수거 시스템 지원에 공정하게 기여하는 공정한 경쟁의 장이 포장재 법률에 마련되어야 한다고 스필레인 씨는 말했습니다."
280,news,test-en-news_euronews-en.43091,"""Any other approach puts the brewers at a competitive disadvantage.""","""그렇지 않은 접근법이라면 맥주를 경쟁적 열위로 밀어넣는 것입니다.""","""다른 어떤 접근 방식도 양조업체들을 경쟁적으로 불리하게 만듭니다."""
281,news,test-en-news_rt.com.54499,Complaints of Russian language use in Ukraine rise 30% - RT Russia & Former Soviet Union,우크라이나에서 러시아어 사용에 대한 신고 30% 증가 - RT Russia & Former Soviet Union,우크라이나 내 러시아어 사용 관련 민원 30% 증가 - RT 러시아 및 구소련 국가
282,news,test-en-news_rt.com.54499,Authorities are urging the population to file reports in a bid to de-Russify the country,당국은 국가의 탈러시아화 노력의 일환으로 국민들에게 보고를 촉구함,당국은 탈러시아화 정책의 일환으로 국민들에게 신고를 독려하고 있습니다.
283,news,test-en-news_rt.com.54499,The number of complaints to authorities in Ukraine of a person speaking in Russian increased by 30% last year.,지난 해 우크라이나 당국에 접수된 러시아어를 사용하는 사람들에 대한 신고 건수가 30% 증가했습니다.,지난해 우크라이나에서 러시아어 사용자 신고 건수가 30% 증가했습니다.
284,news,test-en-news_rt.com.54499,Kiev actively encourages the population to report such cases in a bid to allegedly 'protect' the country from Russian influence.,키이우는 러시아의 영향으로부터 국가를 '보호'하기 위해 국민들에게 이러한 사례를 보고하도록 적극적으로 독려하고 있습니다.,키이우는 러시아의 영향력으로부터 국가를 '보호'한다는 명목으로 이러한 사례를 신고하도록 적극적으로 장려하고 있습니다.
285,news,test-en-news_rt.com.54499,"According to the office of the commissioner for the protection of the state language, 3,692 language law violations were reported in 2023.","국가 언어 보호 위원회에 따르면 2023년에 3,692건의 언어법 위반이 보고되었습니다.","국가어 보호 위원 사무소에 따르면 2023년에 3,692건의 언어법 위반 사례가 보고되었습니다."
286,news,test-en-news_rt.com.54499,"Kiev, Kharkov, and Odessa remain ""leaders in terms of the number of complaints of violations.","키이우, 하르키우 및 오데사가 ""위반 신고 건수에서 선두를 유지하고 있다.","키이우, 하르키우, 오데사는 ""위반 신고 건수에서 여전히 상위권을 차지하고 있습니다."
287,news,test-en-news_rt.com.54499,"Therefore, strict controls over the observance of the language rights of citizens in all spheres of public life should be among the priorities of community leaders this year,"" Taras Kremen, the country's Language Ombudsman said.","따라서 모든 공공 생활 영역에서 시민의 언어 권리 준수에 대한 엄격한 통제가 올해 지역 사회 지도자들의 우선순위 중 하나가 되어야 한다""고 국가의 언어 옴부즈맨인 Taras Kremen이 말했습니다.","따라서 모든 공공 생활 영역에서 시민의 언어권 준수에 대한 엄격한 통제가 올해 지역 사회 지도자들의 우선순위에 포함되어야 합니다.""라고 국가 언어 감찰관인 타라스 크레멘이 말했습니다."
288,news,test-en-news_rt.com.54499,"Kremen also confirmed that a 3,400 hryvnia ($89) fine had been imposed on a Kiev taxi driver who serviced his clients in Russian.","Kremen은 또한 고객에게 러시아어로 서비스를 제공한 키이우 택시 기사에게 3,400흐리우냐(89달러)의 벌금이 부과되었다고 확인했습니다.","크레멘은 또한 키이우의 한 택시 기사가 러시아어로 승객을 응대했다는 이유로 3,400흐리우냐(미화 89달러)의 벌금이 부과되었다고 확인했습니다."
289,news,test-en-news_rt.com.54499,"The ombudsman reminded the public of a ""detailed algorithm of actions in case of violation of the right to receive information or services in the state language,"" urging people to immediately file complaints on the commissioner's website when such cases occur.","옴부즈맨은 대중에게 ""국어로 정보나 서비스를 받을 권리를 침해하는 경우의 세부 조치 알고리즘""을 상기시키며, 이러한 사례가 발생하면 즉시 위원의 웹사이트에 신고할 것을 촉구했습니다.","옴부즈맨은 국민들에게 ""국가 언어로 정보 또는 서비스를 받을 권리가 침해되었을 경우 취해야 할 구체적인 절차""를 상기시키며, 이러한 사례 발생 시 위원회 웹사이트에 즉시 신고할 것을 촉구했습니다."
290,news,test-en-news_rt.com.54499,"In 2019, Ukraine adopted a law that makes using the Ukrainian language obligatory in all spheres of public life, including government, medicine, science, education, and the media.","2019년 우크라이나는 정부, 의료, 과학, 교육, 미디어를 포함한 모든 공공 생활 영역에서 우크라이나어 사용을 의무화하는 법을 채택했습니다.","2019년, 우크라이나는 공공 생활의 모든 영역, 즉 정부, 의료, 과학, 교육, 언론 등에서 우크라이나어 사용을 의무화하는 법을 채택했습니다."
291,news,test-en-news_rt.com.54499,Failure to comply can result in fines.,준수하지 않으면 벌금이 부과될 수 있습니다.,이를 준수하지 않을 경우 벌금이 부과될 수 있습니다.
292,news,test-en-news_rt.com.54499,"Since 2022, when the military conflict with Russia began, Ukraine has undertaken a campaign of total de-Russification, with MPs saying it is necessary in order to defend against Russian influence.","러시아와의 군사 분쟁이 시작된 2022년 이후 우크라이나는 완전한 탈러시아화 캠페인을 실시하고 있으며, 의원들은 러시아의 영향력에 맞서기 위해 이러한 캠페인이 필요하다고 말했습니다.","2022년 러시아와의 군사적 충돌이 시작된 이후, 우크라이나는 러시아의 영향력으로부터 스스로를 방어하기 위해 필요한 조치라며 전면적인 탈러시아화 정책을 추진해 왔습니다. 국회의원들은 이 정책이 러시아의 영향력에 맞서기 위해 필수적이라고 주장하고 있습니다."
293,news,test-en-news_rt.com.54499,"Local authorities have introduced complete bans on Russian-language works of art, performances, books, films, songs, and its study in schools and universities, and recommended that schoolchildren communicate in Ukrainian even during breaks.","현지 당국은 러시아어로 된 예술 작품, 공연, 서적, 영화, 노래와 학교 및 대학에서의 러시아어 학습을 전면 금지하고 있으며, 쉬는 시간에도 우크라이나어로 소통하도록 학생들에게 권고했습니다.","지방 당국은 러시아어 예술 작품, 공연, 서적, 영화, 노래 및 학교와 대학에서의 러시아어 학습을 전면 금지했으며, 학생들에게 쉬는 시간에도 우크라이나어로 소통할 것을 권고하고 있습니다."
